Current_Word,Next_Word,Levenshtein_distance
Josep,Borrell,5
Borrell,Commission,9
Commission,Parliament,9
Parliament,Council,10
Council,May,7
May,European,7
European,Council,8
Council,European,8
European,Parliament,8
Parliament,EU,10
EU,Council,7
Council,Ministers,9
Ministers,French,9
French,Green,4
Green,MEP,5
MEP,Alain,5
Alain,Lipietz,6
Lipietz,Commission,9
Commission,Parliaments,10
Parliaments,Councils,10
Councils,US,8
US,US-based,6
US-based,Amazoncom,9
Amazoncom,Critics,8
Critics,Europe,7
Europe,This,6
This,Supporters,9
Supporters,EU,10
EU,US,2
Cebit,Hanover,7
Hanover,Thousands,9
Thousands,Cebit,9
Cebit,CeBit,1
CeBit,CeBit,0
CeBit,Hanover,7
Hanover,Hotels,5
Hotels,CeBit,6
CeBit,One,5
One,PC,3
PC,DVD,3
DVD,German,6
German,Computer,8
Computer,Reseller,6
Reseller,News,7
News,Claudia,7
Claudia,Neulling,7
Neulling,TV,8
TV,PC,2
PC,PC,0
PC,DVD,3
DVD,Mark,4
Mark,Brailey,6
Brailey,Intel,6
Intel,PCs,5
PCs,Microsoft,8
Microsoft,Windows,7
Windows,XP,7
XP,Media,5
Media,Centre,5
Centre,Mobile,5
Mobile,Samsung,7
Samsung,SGH-i300,7
SGH-i300,MP3,7
MP3,TV,3
TV,NEC,3
NEC,China,5
China,TV,5
TV,Koji,4
Koji,Umemoto,6
Umemoto,NEC,7
NEC,Europe,6
Europe,Nokia,6
Nokia,MP3s,5
MP3s,Nokias,5
Nokias,Visual,5
Visual,Radio,6
Radio,FM,5
FM,GPRS,4
GPRS,Portable,8
Portable,Creative,6
Creative,Bluetooth,8
Bluetooth,Riccardo,9
Riccardo,Rinaldini,6
Rinaldini,Creatives,8
Creatives,European,9
European,Zen,6
Zen,Micro,5
Micro,AAA,5
AAA,Creative,8
Creative,Even,7
Even,Adidas,6
Adidas,Susanne,7
Susanne,Risse,5
Risse,Buttons,7
Kenyan,Mbita,5
Mbita,Point,4
Point,Kenya,5
Kenya,EduVision,9
EduVision,Matthew,9
Matthew,Herren,6
Herren,EduVision,8
EduVision,BBC,9
BBC,Go,3
Go,Digital,7
Digital,E-slates,7
E-slates,E-slates,0
E-slates,E-slates,0
E-slates,Mr,8
Mr,Herren,5
Herren,EduVision,8
EduVision,Linux-based,10
Linux-based,Users,10
Users,EduVision,8
EduVision,Mr,9
Mr,Herren,5
Herren,Google,6
Google,Africa,6
Africa,Oxford,6
Oxford,Harvard,5
Harvard,Currently,8
Currently,Mr,8
Mr,Herren,5
Herren,EduVision,8
EduVision,E-slates,8
E-slates,Maciej,7
Maciej,Sundra,6
Sundra,E-slates,8
Beckham,Virus,7
Virus,David,5
David,Beckham,7
Beckham,Messages,7
Messages,England,7
England,Mr,7
Mr,Beckham,7
Beckham,Beckham,0
Beckham,Windows,7
Windows,Tennis,5
Tennis,Anna,4
Anna,Kournikova,8
Kournikova,Britney,8
Britney,Spears,7
Spears,Avril,6
Avril,Lavigne,6
Lavigne,Arnold,7
Arnold,Schwarzenegger,12
Schwarzenegger,Mr,13
Mr,Beckham,7
Beckham,Beckhams,1
Beckhams,Graham,5
Graham,Cluley,6
Cluley,Sophos,6
Sophos,Simply,5
Simply,PC,6
PC,Hackarmy,8
Hackarmy,PCs,8
PCs,Computers,8
Computers,Microsoft,9
Microsoft,Windows,7
Windows,NT,7
NT,XP,2
XP,Many,4
Peer-to-peer,Peer-to-peer,0
Peer-to-peer,P2P,11
P2P,P2P,0
P2P,Consumer,8
Consumer,Electronics,11
Electronics,Show,10
Show,Las,4
Las,Vegas,3
Vegas,January,6
January,P2P,7
P2P,US,3
US,January,7
January,William,7
William,Trowbridge,9
Trowbridge,Michael,10
Michael,Chicoine,6
Chicoine,Since,6
Since,Napster,6
Napster,P2P,7
P2P,P2P,0
P2P,P2P,0
P2P,Travis,6
Travis,Kalanick,6
Kalanick,P2P,8
P2P,Red,3
Red,Swoosh,6
Swoosh,But,6
But,P2P,3
P2P,Michael,7
Michael,Weiss,7
Weiss,StreamCast,8
StreamCast,Networks,9
Networks,Remembering,9
Remembering,VCRs,11
VCRs,Mr,4
Mr,Weiss,5
Weiss,VCR,5
VCR,August,6
August,San,6
San,Francisco-based,13
Francisco-based,US,15
US,Court,5
Court,Appeals,7
Appeals,Grokster,8
Grokster,StreamCast,9
StreamCast,Sony,9
Sony,VCR,4
VCR,P2P,3
P2P,Instead,7
Instead,P2P,7
P2P,P2P,0
P2P,BBC,3
BBC,P2P,3
P2P,Legal,5
Legal,Apple,5
Apple,Napster,5
Napster,Sales,5
Sales,US,5
US,Europe,6
Europe,IFPI,6
IFPI,P2P,3
P2P,P2P,0
P2P,Paid-for-pass-along,18
Paid-for-pass-along,DRM,19
DRM,P2P,3
P2P,Marc,4
Marc,Morgenstern,9
Morgenstern,Overpeer,8
Overpeer,Mr,7
Mr,Morgenstern,9
Morgenstern,P2P,11
P2P,Unsigned,8
Unsigned,P2P,8
P2P,P2P,0
P2P,Derek,5
Derek,Broes,4
Broes,Microsoft,7
Microsoft,P2P,9
P2P,Looking,7
Looking,P2Ps,7
P2Ps,P2P,1
P2P,Mr,3
Mr,Broes,4
Warnings,Companies,7
Companies,London,7
London,Frankfurt,8
Frankfurt,New,9
New,York,4
York,San,4
San,Francisco,7
Francisco,RSA,9
RSA,Security,8
Security,RSA,8
RSA,Wireless,8
Wireless,RSA,8
RSA,Security,8
Security,NetSurity,3
NetSurity,London,9
London,Frankfurt,8
Frankfurt,Although,8
Although,RSA,8
RSA,NetSurity,8
NetSurity,London,9
London,Frankfurt,8
Frankfurt,New,9
New,York,4
York,San,4
San,Francisco,7
Francisco,Many,7
Many,RSA,4
RSA,London,6
London,Frankfurt,8
Frankfurt,New,9
New,York,4
York,San,4
San,Francisco,7
Francisco,Many,7
Many,Phil,4
Phil,Cracknell,8
Cracknell,NetSurity,9
NetSurity,Mr,8
Mr,Cracknell,8
Slow,Faster,6
Faster,UK,6
UK,Britons,7
Britons,UK,7
UK,Onlines,7
Onlines,November,7
November,BT,8
BT,Retail,6
Retail,ISPs,6
ISPs,Jill,4
Jill,Finger,5
Finger,IDC,6
IDC,Others,6
Others,BT,6
BT,Retails,7
Retails,BT,7
BT,Retail,6
Retail,Ms,6
Ms,Finger,6
Finger,Wanadoo,6
Wanadoo,BT,7
BT,Cable,5
Cable,Telewest,7
Telewest,BT,8
Anti-tremor,PC,11
PC,People,5
People,Britons,7
Britons,UK,7
UK,National,8
National,Tremor,7
Tremor,Foundation,9
Foundation,Karen,8
Karen,Walsh,4
Walsh,UK,5
UK,National,8
National,Tremor,7
Tremor,Foundation,9
Foundation,Parkinsons,9
Parkinsons,Essential,9
Essential,Tremor,8
Tremor,Tremors,1
Tremors,ET,7
ET,Assistive,9
Assistive,Mouse,7
Mouse,Adapter,6
Adapter,IBM,7
IBM,Jim,3
Jim,Levine,5
Levine,Parkinsons,8
Parkinsons,Computer,10
Computer,PC,8
PC,IBM,3
IBM,UK-based,8
UK-based,Montrose,7
Montrose,Secam,8
Secam,James,5
James,Cosgrave,7
Cosgrave,PC,8
PC,Last,4
Last,Office,6
Office,National,7
National,Statistics,7
Statistics,Britain,8
Britain,British,3
British,Britons,3
Britons,UK,7
UK,UK,0
Cebit,Cebit,0
Cebit,Hanover,7
Hanover,Third,7
Third,Camera,5
Camera,Samsung,5
Samsung,SCH-V770,7
SCH-V770,Camera,7
Camera,Ben,5
Ben,Wood,4
Wood,Gartner,7
Gartner,Cannes,4
Cannes,Cebit,5
Cebit,Mr,5
Mr,Wood,4
Wood,Sony,3
Sony,Ericsson,7
Ericsson,W800,8
W800,Walkman,6
Walkman,Motorola,8
Motorola,ROKR,8
ROKR,Apples,6
Apples,Apple,1
Apple,Motorola,7
Motorola,Motorolas,1
Motorolas,Ed,9
Ed,Zander,5
Zander,Steve,5
Steve,Jobs,5
Jobs,Motorola,7
Motorola,CTIA,8
CTIA,America,7
America,German,5
German,CeBIT,5
CeBIT,Mr,5
Mr,Wood,4
Wood,Nokia,4
Nokia,Cebit,4
Cebit,TV-enabled,8
TV-enabled,Vodafone,8
Vodafone,TV,8
TV,French,6
French,O2,6
O2,Oxford,5
Oxford,UK,6
UK,Nokia,5
Nokia,Finland,6
Finland,Finnish,4
Finnish,Broadcasting,11
Broadcasting,Company,9
Company,YLE,7
YLE,TV,3
TV,TV,0
TV,Cebit,5
Cebit,TV,5
TV,HSDPA,5
HSDPA,Speed,5
Speed,Downlink,8
Downlink,Packet,8
Packet,Access,5
Access,Korean,5
Korean,LG,6
LG,Electronics,11
Electronics,Samsung,10
Samsung,HSDPA,7
HSDPA,US,4
US,Europe,6
Europe,Korea,5
Korea,Broadband,7
Broadband,Germanys,8
Germanys,T-Online,8
T-Online,Deutsche,7
Deutsche,Telekom,7
Telekom,Cebit,6
Cebit,Rainbow-coloured,15
Rainbow-coloured,Japan,15
Japan,Asian,3
Asian,Cebit,5
Cebit,Hall,5
Hall,Cebit,5
Cebit,Gabriele,6
Gabriele,Dorries,5
Anti-spam,Scott,9
Scott,Richter,5
Richter,OptInRealBigcom,14
OptInRealBigcom,Chapter,14
Chapter,OptInRealBig,11
OptInRealBig,Microsoft,12
Microsoft,Chapter,9
Chapter,Listed,5
Listed,Spamhaus,8
Spamhaus,OptInRealBig,10
OptInRealBig,December,11
December,Microsoft,8
Microsoft,New,9
New,York,4
York,Eliot,5
Eliot,Spitzer,6
Spitzer,Mr,6
Mr,Richter,6
Richter,According,8
According,Microsoft,8
Microsoft,Kuwait,8
Kuwait,Ministries,9
Ministries,Communication,10
Communication,Finance,11
Finance,Korean,6
Korean,Seoul,6
Seoul,Municipal,8
Municipal,Boramae,8
Boramae,Hospital,6
Hospital,Virginia,7
Virginia,Community,7
Community,College,7
College,System,6
System,Mr,6
Mr,Richter,6
Richter,July,7
July,Microsoft,9
Microsoft,Microsoft,0
Microsoft,OptInRealBig,12
OptInRealBig,Microsoft,12
Microsoft,Chapter,9
Chapter,OptInRealBig,11
OptInRealBig,Microsoft,12
Microsoft,Steven,9
Steven,Richter,6
Richter,OptInRealBig,11
OptInRealBig,OptInRealBig,0
OptInRealBig,Chapter,11
China,Asia,3
Asia,China,3
China,India,4
India,Japan,5
Japan,South,5
South,Korea,4
Korea,Singapore,7
Singapore,Chinas,7
Chinas,London,6
London,Forty,5
Forty,Financial,8
Financial,Times,8
Times,New,4
New,Media,4
Media,Broadcasting,10
Broadcasting,Conference,11
Conference,Interest,6
Interest,China,8
China,Beijing,5
Beijing,News,6
News,Corporation,11
Corporation,Viacom,9
Viacom,Sony,6
Sony,Pictures,8
Pictures,Chinese,7
Chinese,Chinese,0
Chinese,TV,7
TV,China,5
China,Central,5
Central,Television,9
Television,TV,9
TV,China,5
China,State,5
State,Administration,11
Administration,Radio,11
Radio,Film,5
Film,Television,9
Television,Chinese,9
Chinese,China,3
China,TV,5
TV,SARFT,5
SARFT,According,9
According,Financial,8
Financial,Times,8
Times,China,5
China,Chinas,1
Chinas,Beijings,5
Beijings,Chinese,6
Chinese,Mobile,6
Mobile,Chinas,6
Chinas,Online,5
Online,US,6
US,UK-based,7
UK-based,Screen,7
Screen,Digest,5
Digest,Li,5
Li,Ruigang,6
Ruigang,Shanghai,7
Shanghai,Media,7
Media,Group,5
Group,Chinas,6
Chinas,Leading,6
Leading,China-watcher,12
China-watcher,CGA,12
CGA,Jeanne-Marie,12
Jeanne-Marie,Gescher,9
Gescher,Chinas,7
Chinas,Mrs,5
Mrs,Gescher,6
Broadband,Fast,8
Fast,Britain,6
Britain,UK,7
UK,Demos,5
Demos,UK,5
UK,Demos,5
Demos,One,5
One,John,4
John,Craig,5
Craig,Demos,5
Demos,Demos,0
Demos,Broadband,9
Broadband,Britain:,6
Britain:,End,7
End,Asymmetry?,10
Asymmetry?,AOL,9
AOL,UK,3
UK,Karen,5
Karen,Thomson,6
Thomson,Chief,6
Chief,Executive,8
Executive,AOL,9
AOL,UK,3
UK,According,9
According,Nielsen//NetRatings,16
Nielsen//NetRatings,UK,19
Video,Technologies,11
Technologies,Hundreds,10
Hundreds,November,8
November,Londons,7
Londons,Institute,9
Institute,Contemporary,11
Contemporary,Arts,11
Arts,Graeme,5
Graeme,Oxby,6
Oxby,Hundreds,8
Hundreds,London,6
London,ICA,6
ICA,Dating,6
Dating,Whether,6
Whether,Flic,7
Flic,Everett,7
Everett,Company,7
Company,Daily,6
Daily,Express,7
Express,UK,7
UK,Britain,7
Britain,BBC,6
BBC,News,4
News,Lots,3
Lots,SMS,4
SMS,Scare,4
Scare,Ms,5
Ms,Everett,7
Everett,Many,7
Many,SMS,4
SMS,Still,4
Still,WLTS,5
WLTS,WLTM,1
WLTM,Paolo,5
Paolo,Pescatore,6
Pescatore,IDC,9
IDC,One,3
One,SMS,3
SMS,MMS,1
MMS,July,4
July,Vodafone,8
Vodafone,UKs,8
UKs,January,7
January,Vodafone,8
Apple,Apple,0
Apple,Powerbook,9
Powerbook,US,9
US,Mobile,6
Mobile,PC,6
PC,PCs,1
PCs,Sony,4
Sony,Walkman,7
Walkman,Zenith,7
Zenith,Gadgets,6
Gadgets,AD,7
AD,Kodak,5
Kodak,Brownie,6
Brownie,Tivo,7
Tivo,Multimedia,9
Multimedia,QV-10,10
QV-10,Startac,7
Startac,Apple,7
Apple,Sony,5
Sony,Sonys,1
Sonys,CDP-101,7
CDP-101,CD,5
CD,Madonnas,8
Madonnas,Like,8
Like,Virgin,5
Virgin,CD,6
CD,Karl,4
Karl,Elseners,7
Elseners,Swiss,7
Swiss,Army,5
Army,Knife,5
Knife,Gadgets,6
Gadgets,Nintendo,7
Nintendo,GameBoy,7
GameBoy,Pulsar,7
Pulsar,Pez,5
Pez,Tamagotchi,10
Tamagotchi,Ronco,8
Ronco,Almost,6
Almost,Powerbook?,9
Powerbook?,Sony,9
Sony,Minidisc,7
Minidisc,Flash,7
Flash,MP3,5
MP3,CD,3
CD,MiniDisc,7
MiniDisc,Calm,8
Calm,Taser,4
Taser,Swiss,5
Swiss,American,7
American,British,7
British,Brits,2
Brits,Sinclair;,8
Sinclair;,Americans,9
Americans,Apple,8
Apple,TV,5
TV,TiVO,2
TiVO,Europe,6
Europe,Soda,5
Soda,Stream,4
Stream,Lap,5
Lap,Astro,5
Astro,Wars,4
Wars,However,7
However,Soon,6
Soon,PDAs,4
PDAs,Marine,6
Marine,Chronometer?,9
Chronometer?,Completely,7
Completely,Sony,8
Sony,Net,4
Net,Minidisc!,9
Minidisc!,NetMD,9
NetMD,Sinclair,8
Sinclair,Executive,7
Executive,GPS?,9
GPS?,PC,3
PC,Surely,6
Surely,Breville,6
Breville,Tandy,8
Tandy,A4,5
A4,Tandy,5
Tandy,DOS,5
DOS,Whats,5
Whats,Apple,5
Apple,Powerbook,9
Powerbook,Surely,8
Surely,Swiss,5
Swiss,Army,5
Army,Knife,5
Knife,Also,5
Also,Casio,3
Casio,Swiss,5
Swiss,Army,5
Army,Knife,5
Knife,Sinclair,7
Sinclair,QL,8
QL,OS,2
OS,Shame,5
Shame,Apple,4
Apple,Utter,5
Utter,Yes,4
Yes,Apple,5
Apple,Sony,5
Sony,Walkman,7
Walkman,TV,7
TV,Id,2
Id,Apples,6
Apples,Newton,6
Newton,Palm,6
Palm,Pilot,3
Pilot,Toshiba,7
Toshiba,Libretto,8
Libretto,Vulcan,8
Vulcan,Incs,5
Incs,Flipstart,8
Flipstart,TVs?,8
TVs?,Still,5
Still,Psion,4
Psion,Organiser,8
Organiser,Case,6
Case,Great,5
Great,PC,5
PC,PC?!,2
PC?!,Motorola,8
Motorola,Startac,6
Startac,Number,7
Number,One,5
One,Why?,4
Why?,Psion,5
Psion,Sinclair,8
Sinclair,Spectrum,6
Spectrum,Id,8
Id,Probably,8
Probably,Nokia,7
Nokia,Sinclair,7
Sinclair,Spectrum,6
Spectrum,Games,8
Games,Apples,4
Apples,PB100,6
PB100,Particularly,11
Particularly,Theyre,11
Theyre,Congratulations,14
Congratulations,Apple,14
Nintendo,DS,8
DS,Euro,4
Euro,Nintendos,8
Nintendos,DS,9
DS,Europe,6
Europe,Many,6
Many,UK,4
UK,Super,5
Super,Mario,5
Mario,Rayman,5
Rayman,DS,6
DS,Nintendos,9
Nintendos,Since,6
Since,Japan,5
Japan,US,5
US,Nintendo,8
Nintendo,DS,8
DS,Part,4
Part,DS,4
DS,Nintendos,9
Nintendos,GameBoy,7
GameBoy,Advance,7
Advance,Games,6
Games,DS,5
DS,DS,0
DS,DS,0
DS,DS,0
DS,DS,0
DS,Nintendo,8
Nintendo,Five,6
Five,Virgin,5
Virgin,Game,6
Game,Friday,6
Friday,DS,6
DS,Robert,6
Robert,Quinn,6
Quinn,Games,5
Games,UK,5
UK,Nintendo,8
Nintendo,Europes,8
Europes,Sony,6
Sony,PSP,4
PSP,Although,8
Although,Nintendo,8
Nintendo,PSP,8
PSP,Sonys,5
Sonys,PSP,5
PSP,Nintendo,8
Nintendo,PlayStation,9
PlayStation,PSP,9
PSP,PSP,0
Sonys,PSP,5
PSP,Movies,6
Movies,Open,5
Open,Water,4
Water,Saw,4
Saw,Sonys,4
Sonys,PSP,5
PSP,Film,4
Film,Lions,4
Lions,Gate,5
Gate,UMD,4
UMD,Steve,5
Steve,Beeks,4
Beeks,Lions,4
Lions,Gate,5
Gate,Already,6
Already,Japan,6
Japan,PSP,5
PSP,US,2
US,March,5
March,Spider-Man,9
Spider-Man,UMD,9
UMD,US,2
US,Punisher,8
Punisher,House,6
House,Dead,5
Dead,Total,4
Total,Recall,4
Recall,Rambo:,5
Rambo:,First,6
First,Blood,5
Blood,UMD,5
UMD,Sony,4
Sony,Mr,4
Mr,Beeks,5
Beeks,DVDs,4
DVDs,Sonys,4
Sonys,PSP,5
PSP,UMD,3
UMD,DVD,2
DVD,UMD,2
UMD,Maybe,5
Maybe,Four,5
Four,PSP,4
PSP,XXX,3
XXX,Hellboy,7
Hellboy,Resident,7
Resident,Evil:,7
Evil:,Apocalypse,9
Apocalypse,Upon,8
Upon,Time,4
Time,Mexico,5
Virgin,Radio,5
Radio,UK,5
UK,Virgin,6
Virgin,Radio,5
Radio,Sydus,4
Sydus,Later,5
Later,Virgin,6
Virgin,James,6
James,Cridland,8
Cridland,Virgin,6
Virgin,Radio,5
Radio,Virgin,5
Virgin,Radio,5
Radio,Virgin,5
Virgin,Radio,5
Radio,Classic,5
Classic,Rock,7
Rock,Virgin,6
Virgin,Radio,5
Radio,Groove,6
Groove,Mr,5
Mr,Cridland,7
Cridland,Virgin,6
Virgin,Radio,5
Radio,Saumil,4
Saumil,Nanavati,7
Nanavati,Sydus,8
Sydus,Virgin,6
Virgin,GPRS,6
GPRS,Orange,6
Orange,Virgin,6
Virgin,Nokia,5
Nokia,Samsung,7
Samsung,Virgin,6
Chip,Rich,4
Rich,Templeton,9
Templeton,Texas,7
Texas,Instruments,9
Instruments,Voice,10
Voice,Internet,7
Internet,Telephony,8
Telephony,Voip,8
Voip,PC,4
PC,Mr,2
Mr,Templeton,9
Templeton,Voip,8
Voip,Internet,8
Internet,Wanadoo,8
Wanadoo,UK,7
UK,Subscribers,11
Subscribers,Wanadoos,10
Wanadoos,UK,8
UK,Wanadoo,7
Wanadoo,Livebox,6
Livebox,Wanadoo,6
Wanadoo,Eventually,8
Eventually,Wanadoo,8
Wanadoo,BT,7
BT,Europe,6
Europe,Eric,4
Eric,Abensur,7
Abensur,Wanadoos,8
Wanadoos,BBC,8
BBC,News,4
News,Mr,4
Mr,Templeton,9
Templeton,Almost,7
Almost,Skype,6
Skype,Voip,4
Voip,Skype,4
Skype,Skype,0
Skype,US,5
US,Vonage,6
Vonage,Voip,4
Voip,Bill,4
Bill,Simmelink,7
Simmelink,TIs,9
TIs,Voip,4
Voip,Voip,0
Voip,ISP,4
ISP,AOL,3
AOL,Tuesday,7
Tuesday,Customers,8
Customers,Calls,7
Calls,Voip,5
Voip,AOL,4
AOL,Jonathan,8
Jonathan,Miller,8
Mobile,TV,6
TV,Scandinavians,13
Scandinavians,Koreans,10
Koreans,TV,7
TV,Anders,6
Anders,Igels,4
Igels,Nordic,6
Nordic,Teliasonera,10
Teliasonera,World,10
World,Congress,6
Congress,Cannes,4
Cannes,Nokia,6
Nokia,Finnish,6
Finnish,Singapore,7
Singapore,TV,9
TV,Consultancy,11
Consultancy,Strategy,9
Strategy,Analytics,8
Analytics,Boston,8
Boston,SK,6
SK,Telecom,7
Telecom,South,7
South,Korea,4
Korea,TV,5
TV,May,3
May,TV,3
TV,Mr,2
Mr,Shin-Bae,8
Shin-Bae,Kim,7
Kim,SK,3
SK,Telecom,7
Telecom,TV,6
TV,TV,0
TV,Korean,6
Korean,LG,6
LG,Electronics,11
Electronics,South,10
South,Korea,4
Korea,Footage,5
Footage,TV,7
TV,Angel,5
Angel,Gambino,7
Gambino,BBC,7
BBC,TV,3
TV,TV,0
TV,DVB-H,4
DVB-H,Digital,6
Digital,Video,6
Video,Broadcasting,11
Broadcasting,Handsets,10
Handsets,DMB,8
DMB,Digital,6
Digital,Multimedia,9
Multimedia,Broadcasting,11
Broadcasting,Dr,11
Dr,Chan,4
Chan,Yeob,4
Yeob,Yeun,2
Yeun,TV,4
TV,LG,2
LG,Electronics,11
Electronics,DVB-H,11
DVB-H,Japanese,8
Japanese,Koreans,6
Koreans,Ericsson,7
Ericsson,Sweden,7
Sweden,DMB,6
DMB,Samsung,7
Samsung,South,5
South,Korea,4
Korea,DMB,5
DMB,TU,3
TU,Media,5
Media,TV,5
