Current_Word,Next_Word,Levenshtein_distance
TV,Korea,5
Korea,May,5
May,Nokia,5
Nokia,DVB-H,5
DVB-H,TV,4
TV,TV,0
TV,Mobile,6
Mobile,O2,6
O2,Vodafone,8
Vodafone,TV,8
TV,Ms,2
Ms,Gambino,7
Gambino,BBC,7
BBC,TV,3
TV,Digital,7
Digital,Audio,6
Audio,Broadcasting,10
Broadcasting,Developments,12
Developments,DAB,11
DAB,Cannes,6
Cannes,DAB,6
DAB,Among,5
Among,Frontier,6
Frontier,Silicon,8
Silicon,Radioscape,8
Radioscape,TV,10
Progress,Internet,7
Internet,Corporation,10
Corporation,Assigned,11
Assigned,Names,7
Names,Numbers,3
Numbers,Icann,7
Icann,Asia,5
Asia,Catalan,6
Catalan,Universal,8
Universal,Postal,7
Postal,Union,6
Union,New,5
New,York-based,9
York-based,Travel,7
Travel,Partnership,9
Partnership,Icann,10
Icann,Despite,7
Despite,Icann,7
Icann,Icann,0
Icann,One,4
One,Icann,4
Icann,Icann,0
Icann,Three,5
Three,Others,5
Savvy,Internet,8
Internet,US,8
US,Pew,3
Pew,Research,7
Research,Center,6
Center,Google,6
Google,Ask,6
Ask,Jeeves,6
Jeeves,MSN,6
MSN,Yahoo,5
Yahoo,Almost,5
Almost,According,7
According,Pew,9
Pew,Search,5
Search,According,8
According,Pew,9
Pew,Research,7
Research,Tony,8
Tony,Macklin,7
Macklin,Ask,6
Ask,Jeeves,6
Jeeves,Despite,6
Despite,Alongside,7
Alongside,Said,7
Said,Pew,4
Pew,Commenting,9
Commenting,Mr,10
Mr,Macklin,6
Yahoo,Yahoo,0
Yahoo,Yahoo,0
Yahoo,Yahoo,0
Yahoo,Google,6
Google,Yahoo,6
Yahoo,Google,6
Google,IPO,6
IPO,Public,6
Public,Offering,7
Offering,Yahoo,8
Yahoo,Google,6
Google,Yahoo,6
Yahoo,Googles,7
Googles,Gmail,5
Gmail,Froogle,6
Froogle,Google,2
Google,News,6
News,Jupiter,7
Jupiter,Olivier,5
Olivier,Beauvillain,9
Beauvillain,Yahoos,10
Yahoos,Google,6
Google,Google,0
Google,Yahoo,6
Yahoo,Google,6
Google,Allen,5
Allen,Weiner,5
Weiner,Gartner,4
Gartner,Yahoos,6
Yahoos,Google,6
Google,Yahoo,6
Yahoo,Yahoo,0
Yahoo,MSN,5
MSN,Yahoo,5
Yahoo,Yahoo,0
Yahoo,Yahoo,0
Yahoo,Yahoo,0
Yahoo,Yahoo,0
Yahoo,Mr,5
Mr,Weiner,5
Weiner,Inktomi,7
Inktomi,Overture,7
Overture,Yahoo,8
Yahoo,Crucial,7
Crucial,Tim,6
Tim,Koogle,6
Koogle,Terry,6
Terry,Semel,4
Semel,May,5
May,Mr,2
Mr,Weiner,5
Weiner,Jerry,5
Jerry,Yang,5
Yang,MSN,4
MSN,Yahoos,6
Yahoos,Mr,6
Mr,Weiner,5
Weiner,Nick,5
Nick,Hazel,5
Hazel,Yahoos,5
Yahoos,UK,6
UK,Yahoo,5
Yahoo,Search,5
Search,Yahoo,5
Yahoo,Messenger,9
Messenger,BT,9
BT,UK,2
UK,Mr,2
Mr,Weiner,5
Weiner,Yahoos,6
Blind,Victor,6
Victor,Wong,6
Wong,Hong,1
Hong,Kong,1
Kong,Cornell,5
Cornell,University,9
University,New,9
New,York,4
York,State,5
State,Mr,5
Mr,Wong,4
Wong,Braille,7
Braille,Mr,6
Mr,Wong,4
Wong,Mr,4
Mr,Wong,4
Wong,BBC,4
BBC,News,4
News,Mr,4
Mr,Wong,4
Wong,Mr,4
Mr,Wong,4
Wong,Mr,4
Mr,Wong,4
Mobiles,Mobiles,0
Mobiles,Despite,6
Despite,Jupiter,4
Jupiter,Gartner,5
Gartner,TV,7
TV,Europe,6
Europe,Technical,9
Technical,Batteries,9
Batteries,Bringing,7
Bringing,Fifty,7
Fifty,Europeans,9
Europeans,PC,9
PC,Thomas,6
Thomas,Husson,6
Husson,Jupiter,6
Jupiter,Apples,5
Apples,Napster,5
Napster,TV,7
TV,US,2
US,TiVo,4
TiVo,Go,3
Go,TV,2
TV,But,3
But,Gartner,6
Gartner,TV,7
TV,Europe,6
Europe,Currently,7
Currently,TV-like,9
TV-like,European,8
European,Italys,8
Italys,TIM,6
TIM,Mobile,6
Mobile,TV,6
TV,Various,7
Various,TV,7
TV,Europe,6
Europe,Berlin,5
Berlin,Helsinki,5
Helsinki,TV,8
TV,Norwegian,9
Norwegian,Broadcasting,10
Broadcasting,Corporation,9
Corporation,TV,11
TV,TV,0
TV,European,8
European,Telecommunications,15
Telecommunications,Institute,16
Institute,Digital,7
Digital,Video,6
Video,Broadcasting,11
Broadcasting,Handheld,11
Handheld,TV,8
TV,Europe,6
Europe,Operators,7
Operators,Handsets,8
Handsets,DVB-H,8
DVB-H,TV,4
TV,TV,0
TV,People,6
People,TV,6
TV,Gartner,7
Gartner,Digital,7
Digital,Europes,7
Europes,Sky+,7
Sky+,TV,4
TV,XDA,3
XDA,II,3
II,Nokia,5
Nokia,SonyEricsson,10
SonyEricsson,P900,12
P900,Orange,6
Orange,E200,6
E200,InStat/MDR,10
Mac,Mini,3
Mini,Mac,3
Mac,Mini,3
Mini,Apple,5
Apple,Apple,0
Apple,Macintosh,9
Macintosh,Let,8
Let,Mac,3
Mac,Mini,3
Mini,Apple,5
Apple,Mac,5
Mac,Mini,3
Mini,Inside,5
Inside,G4,6
G4,CD/DVD,6
CD/DVD,DVD,3
DVD,Apple,5
Apple,Mac,5
Mac,Mini,3
Mini,Mac,3
Mac,OS,3
OS,X,2
X,Safari,6
Safari,Garage,4
Garage,Band,5
Band,PC,4
PC,Windows,7
Windows,XP,7
XP,Mac,3
Mac,OS,3
OS,X,2
X,Linux,5
Linux,Mac,5
Mac,Mini,3
Mini,Window,4
Window,Mark,6
Mark,Sparrow,5
Sparrow,Mac,6
Mac,Format,5
Format,PC,6
PC,Macs,4
Macs,One,4
One,Mac,3
Mac,Mini,3
Mini,Another,7
Another,Mac,7
Mac,Mini,3
Mini,Mini,0
Mini,TV,4
TV,Personal,8
Personal,Video,7
Video,Recorders,7
Recorders,TV,9
TV,PCs,3
PCs,Windows,6
Windows,Media,6
Media,Center,5
Center,Coupled,5
Coupled,TV,7
TV,Mac,3
Mac,Mini,3
Mini,Mac,3
Mac,Mini,3
Mini,Mac,3
Mac,Mini,3
Mini,Graham,6
Graham,Barlow,6
Barlow,Mac,5
Mac,Format,5
Format,Mac,5
Mac,PCs,3
PCs,PCs,0
PCs,Mac,3
Mac,PC,3
PC,Mac,3
Mac,Mini,3
Mini,PCs,4
PCs,PCs,0
PCs,PCs,0
PCs,Microsofts,9
Microsofts,Media,9
Media,Center,5
Center,Mac,6
Mac,Mini,3
Mini,Apple,5
Apple,Let,5
Let,Mac,3
Mac,Mini,3
PlayStation,Cell,11
Cell,Sonys,5
Sonys,PlayStation,10
PlayStation,PC,10
PC,Sony,4
Sony,IBM,4
IBM,Toshiba,7
Toshiba,Cell,7
Cell,Monday,6
Monday,PlayStation,10
PlayStation,GHz,11
GHz,Intels,6
Intels,GHz,6
GHz,Details,7
Details,International,10
International,Solid,12
Solid,State,4
State,Circuits,7
Circuits,Conference,9
Conference,San,9
San,Francisco,7
Francisco,Intel,8
Intel,Cell,4
Cell,PlayStation,11
PlayStation,Toshiba,10
Toshiba,IBM,7
IBM,Cell,4
Cell,IBMs,4
IBMs,Power,5
Power,Intel,4
Intel,Later,3
Later,Intel,3
Intel,Advanced,6
Advanced,Micro,7
Micro,Devices,5
Devices,Cells,5
Cells,PlayStation,11
PlayStation,Steve,9
Steve,Kleynhans,8
Kleynhans,Meta,7
Meta,Group,5
Group,PlayStation,11
PlayStation,Cell,11
Cell,Initial,6
Initial,Cell,6
Cell,IBM,4
IBM,Cell,4
Cell,Microsofts,10
Microsofts,Windows,7
Windows,Cell,7
Cell,Intels,4
Intels,PCs,5
PCs,Windows,6
Security,US,8
US,Federal,7
Federal,Bureau,5
Bureau,Investigation,11
Investigation,FBI,13
FBI,FBIs,1
FBIs,Internet,8
Internet,Fraud,7
Fraud,Complaint,8
Complaint,Center,8
Center,FBI,6
FBI,Users,5
Users,FBI,5
FBI,FBI,0
Microsoft,Microsoft,0
Microsoft,Windows,7
Windows,Windows,0
Windows,Genuine,6
Genuine,Advantage,7
Advantage,Microsoft,9
Microsoft,PCs,8
PCs,Either,6
Either,PCs,6
PCs,Microsofts,9
Microsofts,Windows,7
Windows,People,7
People,Microsoft,8
Microsoft,Microsofts,1
Microsofts,PCs,9
PCs,PCs,0
PCs,Graham,6
Graham,Cluley,6
Cluley,Sophos,6
Sophos,BBC,6
BBC,News,4
News,Windows,5
Windows,Windows,0
Windows,Genuine,6
Genuine,Advantage,7
Advantage,September,9
September,English-language,16
English-language,Windows,14
Windows,Microsofts,7
Microsofts,Windows,7
Windows,Software,8
Software,January,6
January,PCs,7
PCs,PCs,0
PCs,Microsofts,9
Microsofts,Last,8
Last,Windows,7
Windows,XP,7
XP,Counterfeit,11
Counterfeit,Project,9
Project,UK-based,8
UK-based,November,7
November,December,3
December,PCs,8
PCs,November,8
November,Windows,8
Windows,XP,7
XP,China,5
China,Norway,5
Norway,Czech,6
Czech,Republic,8
Republic,Windows,8
Windows,Mr,7
Mr,Cluley,6
Whats,Sony,5
Sony,Microsoft,8
Microsoft,Nintendo,8
Nintendo,PlayStation,9
PlayStation,Xbox,10
Xbox,Xenon,3
Xenon,Nintendos,6
Nintendos,Revolution,9
Revolution,PS3,10
PS3,Rory,4
Rory,Armes,5
Armes,Electronic,9
Electronic,Arts,9
Arts,Europe,5
Europe,Microsoft,7
Microsoft,EA,9
EA,Mr,2
Mr,Armes,4
Armes,Sony,5
Sony,Nintendo,7
Nintendo,Although,8
Although,Mr,8
Mr,Armes,4
Armes,EA,5
EA,PlayStation,11
PlayStation,Xbox,10
Xbox,Sony,4
Sony,Sony,0
Sony,Consumer,6
Consumer,Electronics,11
Electronics,Show,10
Show,Las,4
Las,Vegas,3
Vegas,Microsoft,8
Microsoft,Bill,8
Bill,Gates,5
Gates,Xbox,5
Xbox,PC,4
PC,Sony,4
Sony,PS3,4
PS3,Nintendo,8
Nintendo,Gary,8
Gary,Dunn,4
Dunn,Codemasters,11
Codemasters,PC,11
PC,Mr,2
Mr,Dunn,4
Dunn,Graphical,9
Graphical,PCs,9
PCs,Simon,5
Simon,Gardner,6
Gardner,Climaxs,7
Climaxs,Action,7
Action,Studio,5
Studio,Were,6
Were,Gerhard,5
Gerhard,Florin,7
Florin,EA,6
EA,Europe,5
Europe,Many,6
Many,Mr,3
Mr,Florin,5
Florin,AI,6
AI,Mr,2
Mr,Armes,4
Armes,Mr,4
Mr,Gardner,6
Gardner,AI,7
AI,Developers,10
Mobile,Third-generation,15
Third-generation,World,15
World,Congress,6
Congress,Cannes,4
Cannes,Fast,5
Fast,Global,6
Global,Mobile,4
Mobile,Suppliers,7
Suppliers,Association,10
Association,Siemens,10
Siemens,German,5
German,Motorola,7
Motorola,US,8
US,HSDPA,4
HSDPA,Speed,5
Speed,Downlink,8
Downlink,Packet,8
Packet,Access,5
Access,Early,6
Early,HSDPA,5
HSDPA,Downlink,8
Downlink,Packet,8
Packet,Access,5
Access,Super,5
Super,UK-based,7
UK-based,Analysys,7
Analysys,Nokia,8
Nokia,Canada-based,11
Canada-based,Sierra,11
Sierra,Wireless,6
Wireless,High,7
High,Speed,5
Speed,Downlink,8
Downlink,Packet,8
Packet,Access,5
Access,HSDPA,6
HSDPA,HSDPA,0
HSDPA,Dr,4
Dr,Alastair,7
Alastair,Brydon,8
Brydon,Analysys,7
Analysys,Pushing,8
Pushing,Beyond,6
Beyond,Limits,6
Limits,HSDPA,6
HSDPA,Enhancements,12
Enhancements,WCDMA,12
WCDMA,Motorola,8
Motorola,HSDPA,8
HSDPA,Evolution,9
Evolution,Data,8
Data,Optimised,8
Optimised,US,9
US,Sprint,6
Sprint,EV-DO,6
EV-DO,Oliver,6
Oliver,Valente,6
Valente,Sprints,5
Sprints,Sprint,1
Sprint,EV-DO,6
EV-DO,Lucent,6
Lucent,Technologies,10
Technologies,Nortel,10
Nortel,Networks,6
Networks,Motorola,6
Motorola,MMO2,7
MMO2,UK-based,8
UK-based,UK,6
UK,Ireland,7
Ireland,Germany,5
Germany,HSDPA,7
HSDPA,Using,5
Using,Lucent,5
Lucent,Isle,5
Isle,Man,4
Man,US,3
US,Cingular,8
Cingular,Wireless,7
Wireless,HSDPA,8
HSDPA,Lucent,6
Lucent,Siemens,5
Siemens,Ericsson,7
Ericsson,Siemens,7
Siemens,Christoph,8
Christoph,Caselitz,8
Caselitz,Siemens,7
Siemens,Fraunhofer,10
Fraunhofer,German-Sino,9
German-Sino,Lab,10
Lab,Mobile,5
Mobile,Communications,12
Communications,Institute,12
Institute,Applied,8
Applied,Radio,6
Radio,System,6
System,Technology,10
Technology,Siemens,9
Siemens,Siemens,0
Consumer,RFID,8
RFID,Consumers,9
Consumers,ID,9
ID,Europe,6
Europe,UK,6
UK,France,6
France,Germany,5
Germany,Netherlands,7
Netherlands,Capgemini,9
Capgemini,RFID,9
RFID,RFID,0
RFID,Fifty,5
Fifty,RFID,5
RFID,Ard,4
Ard,Jan,3
Jan,Vetham,5
Vetham,Capgeminis,9
Capgeminis,RFID,10
RFID,RFID,0
RFID,RFID,0
RFID,RFID,0
RFID,Tesco,5
Tesco,UK,5
UK,M6,2
M6,Toll,4
Toll,Midlands,7
Midlands,UK,8
UK,Mr,2
Mr,Vetham,6
Vetham,RFID,6
RFID,Consumers,9
Consumers,Supermarket,9
Supermarket,Privacy,10
Privacy,Invasion,7
Invasion,Numbering,8
Numbering,RFID,9
Cell,Cell,0
Cell,IBM,4
IBM,Sony,4
Sony,PlayStation,9
PlayStation,Cell,11
Cell,Traditional,10
Traditional,PCs,11
PCs,PlayStation,10
PlayStation,Cell,11
Cell,Cell,0
Cell,Whilst,5
Whilst,Sonys,5
Sonys,Cell,5
Cell,Using,5
Using,XDR,5
XDR,American,8
American,Rambus,8
Rambus,Intel,6
Intel,Perhaps,7
Perhaps,Cells,5
Cells,DVD,5
DVD,Companies,9
Companies,Microsoft,9
Microsoft,Sony,8
Sony,TV,4
TV,Microsoft,9
Microsoft,Windows,7
Windows,Media,6
Media,Center,5
Center,PC,6
PC,Sony,4
Sony,PSX,4
PSX,PlayStation,9
PlayStation,Japan,8
Japan,PCs,5
PCs,Sony,4
Sony,IBM,4
IBM,PC,3
PC,Microsoft,9
Microsoft,Intel,9
Intel,Cell,4
Cell,TV,4
TV,PCs,3
PCs,Cell,4
Cell,Cell,0
Cell,Sony,4
Sony,Cells,5
Cells,Cell,1
Cell,Resources,8
Resources,Cells,7
Cells,TV,5
TV,Cell,4
Cell,Microsoft,9
Microsoft,Intel,9
Intel,Cell,4
Cell,Microsoft,9
Microsoft,Xbox,8
Xbox,Sonys,5
Sonys,Christmas,8
Christmas,Intel,8
Intel,Cell,4
Cell,PC,4
PC,Cell,4
Mobile,British,6
British,Sonaptic,7
Sonaptic,Firms,8
Firms,AM3D,5
AM3D,SRS,4
SRS,Sonaptics,8
Sonaptics,David,7
David,Monteith,7
Monteith,Sonaptic,6
Sonaptic,Japanese,7
Japanese,NTT,8
NTT,DoCoMo,6
DoCoMo,NEC,5
NEC,Fujitsu,7
Fujitsu,Mitsubishi,8
Mitsubishi,Japanese,9
Japanese,Yamaha,6
Yamaha,Rohm,5
Rohm,Sonaptics,8
Sonaptics,PCs,8
PCs,Mr,3
Mr,Monteith,7
Monteith,Dr,8
Dr,Alastair,7
Alastair,Sibbald,7
Sibbald,Sonaptics,8
Sonaptics,Mr,9
Mr,Montieth,7
Montieth,Sonaptic,6
Sonaptic,TV,8
TV,Driving,7
Driving,Sonaptic,8
Sonaptic,Mr,8
Mr,Montieth,7
Montieth,US,8
US,European,8
European,Vodafone,8
Vodafone,Japan,6
Japan,Japan,0
Japan,UK,5
EU,European,7
European,Parliament,8
Parliament,Politicians,8
Politicians,Hugo,11
Hugo,Lueders,6
Lueders,European,6
European,CompTIA,7
CompTIA,European,7
European,American,6
American,European,6
European,Polish,7
Polish,MEPs,5
MEPs,Also,4
Also,European,7
European,Legal,7
Legal,Affairs,6
Affairs,Committee,8
Committee,MEPs,9
MEPs,European,8
European,Parliament,8
Parliament,EU,10
EU,EU,0
IBM,Linux,5
Linux,IBM,5
IBM,Linux,5
Linux,Linux,0
Linux,IBM,5
IBM,Linux,5
Linux,IBM,5
IBM,IBM,0
IBM,Linux,5
Linux,Linux-based,6
Linux-based,IBMs,10
IBMs,Workplace,9
Workplace,Workplace,0
Workplace,One,8
One,Linux-based,9
Linux-based,Workplace,9
Workplace,Even,9
Even,IBM,4
IBM,Linux,5
Linux,Linux,0
Linux,Linux,0
Apple,Civil,5
Civil,Electronic,9
Electronic,Frontier,8
Frontier,Foundation,6
Foundation,US,10
US,Apple,5
Apple,Apple,0
Apple,Mac,5
Mac,Mini,3
Mini,EFF,4
EFF,Californias,11
Californias,Superior,9
Superior,Apple,7
Apple,American,7
American,EFF,8
EFF,Apple,5
Apple,Asteroid,7
Asteroid,Apple,7
Apple,ISPs,5
ISPs,EFF,4
EFF,Kurt,4
Kurt,Opsahl,6
Opsahl,First,6
First,Amendment,8
Amendment,Apple,7
Apple,December,7
December,Apple,7
Apple,Californian,11
Californian,AppleInsidercom,13
AppleInsidercom,PowerPageorg,13
PowerPageorg,Apple,11
Apple,Nfoxcom,7
Nfoxcom,PowerPages,10
PowerPages,Jason,9
Jason,O-Grady,7
O-Grady,EFF,7
EFF,Apple,5
Apple,Professor,8
Professor,Tom,8
Tom,Goldstein,8
Goldstein,Journalism,8
Journalism,School,9
School,University,10
University,California,8
California,Dan,8
Dan,Gillmor,7
Gillmor,Silicon,4
Silicon,Valley,6
Valley,Apple,4
Ask,Jeeves,6
Jeeves,Ask,6
Ask,Jeeves,6
Jeeves,Bloglines,7
Bloglines,Bloglines,0
Bloglines,Ask,9
Ask,Jeeves,6
Jeeves,Bloglines,7
Bloglines,Ask,9
Ask,Jeeves,6
Jeeves,Bloglines,7
Bloglines,Bloglines,0
Bloglines,Really,8
Really,Simple,5
Simple,Syndication,9
Syndication,Google,11
Google,Pyra,6
Pyra,Labs,4
Labs,Blogger,7
Blogger,MSN,7
MSN,Yahoo,5
Yahoo,Jim,5
Jim,Lanzone,7
Lanzone,Ask,7
Ask,Jeeves,6
Jeeves,US,6
US,Bloglines,9
Bloglines,Ask,9
Ask,Jeeves,6
Jeeves,Mr,6
Mr,Lanzone,7
Lanzone,Asks,7
Asks,Jeeves,5
Jeeves,RSS,6
RSS,Ask,3
Ask,Jeeves,6
Jeeves,Bloglines,7
Bloglines,Mr,9
Mr,Lanzone,7
Lanzone,Though,7
Though,Mr,6
Mr,Lanzone,7
Lanzone,Ask,7
Ask,Jeeves,6
Jeeves,Bloglines,7
Bloglines,Mr,9
Mr,Lanzone,7
Lanzone,Rumours,7
Rumours,Napsterization,13
Napsterization,Ask,13
Ask,Jeeves,6
Apple,Apple,0
Apple,Photo,5
Photo,Apple,5
Apple,Mike,4
Mike,McGuire,4
McGuire,Gartner,7
Gartner,BBC,7
BBC,News,4
News,Apple,5
Apple,Microsoft-partnered,17
Microsoft-partnered,Real,18
Real,Sony,4
Sony,Creative,8
Creative,Creative,0
Creative,Zen,7
Zen,Creative,7
Creative,Zen,7
Zen,Micro,5
Micro,Photo,4
Photo,Digital,6
Digital,Americans,7
Americans,Pew,8
Pew,Internet,7
Internet,American,7
American,Life,7
Life,Project,6
Project,One,6
One,US,3
US,Sales,5
Sales,US,5
US,Europe,6
Europe,IFPI,6
IFPI,Analysts,8
Analysts,People,8
People,DIY,6
DIY,According,9
According,Mr,8
Mr,McGuire,5
McGuire,Creative,6
Creative,Zens,7
Zens,Mobiles,6
Mobiles,Mr,6
Mr,McGuire,5
McGuire,Apple,6
Apple,Motorola,7
Motorola,Motorola,0
DVD,DVDs,1
DVDs,Macrovision,10
Macrovision,DVD,11
DVD,Macrovision,11
Macrovision,RipGuard,11
RipGuard,DVD,8
DVD,DVDs,1
DVDs,DVD,1
DVD,Macrovision,11
Macrovision,DVD,11
DVD,RipGuard,8
RipGuard,BBC,8
BBC,News,4
News,DVDs,3
DVDs,PCs,3
PCs,Linux,5
Linux,Hollywood,9
Hollywood,DVD,9
DVD,DVD,0
DVD,DVD,0
DVD,RipGuard,8
RipGuard,DVD,8
DVD,Steve,5
Steve,Weinstein,7
Weinstein,Macrovisions,10
Macrovisions,Entertainment,10
Entertainment,Technologies,12
Technologies,Group,11
Group,Macrovision,9
Macrovision,RipGuard,11
RipGuard,DVD,8
DVD,RipGuard,8
RipGuard,DVDs,8
DVDs,Macrovision,10
Macrovision,Rip,10
Rip,Guard,5
Millions,MP3,7
MP3,US,3
US,One,3
One,Americans,8
Americans,MP3,9
MP3,Pew,3
Pew,Internet,7
Internet,American,7
American,Life,7
Life,Project,6
Project,MP3,7
MP3,Americans,9
Americans,MP3,9
MP3,American,8
American,Americans,1
Americans,MP3,9
MP3,Broadband,9
Broadband,Almost,9
Almost,MP3,6
MP3,Almost,6
Almost,US,6
US,Sixteen,7
Sixteen,People,6
People,MP3,6
MP3,Lee,3
Lee,Rainie,5
Rainie,Pew,6
Pew,Internet,7
Internet,American,7
American,Life,7
Life,Project,6
US,US,0
US,Hewlett,7
Hewlett,Packard,7
Packard,Georgia,7
Georgia,US,7
US,HP,2
HP,February,8
February,HP,8
HP,HP,0
HP,Europe,6
Europe,Computeractive,11
Computeractive,Magazine,11
Magazine,UKs,8
UKs,Office,6
Office,Fair,5
Fair,Trading,5
